x, y, output
0.96, 0.92, 0.9048408425702503
0.0, 0.96, 0.09314461275636282
0.04, 0.96, 0.11291984079892121
0.08, 0.96, 0.1365616547538561
0.12, 0.96, 0.16450431516080388
0.16, 0.96, 0.19707067039199153
0.2, 0.96, 0.23439880748707087
0.24, 0.96, 0.2763688067524557
0.28, 0.96, 0.32254666096266194
0.32, 0.96, 0.37216491961873976
0.36, 0.96, 0.4241553311100602
0.4, 0.96, 0.4772367000223729
0.44, 0.96, 0.5300446731641897
0.48, 0.96, 0.5812762106662019
0.52, 0.96, 0.6298169243696523
0.56, 0.96, 0.6748264393580216
0.6, 0.96, 0.7157715342363876
0.64, 0.96, 0.7524119126030098
0.68, 0.96, 0.784753255002181
0.72, 0.96, 0.8129848622489358
0.76, 0.96, 0.8374163925045016
0.8, 0.96, 0.8584229496284184
0.84, 0.96, 0.8764026361017273
0.88, 0.96, 0.891746943282796
0.92, 0.96, 0.9048222502587943
0.96, 0.96, 0.9159599009897064
