0.04	7	6697	32.373599999999996	0.725
0.04	9	1260	8.244299999999999	0.805
0.04	11	660	4.9545	0.8
0.04	13	540	4.6953000000000005	0.76
0.04	15	472	4.706099999999999	0.82
0.04	17	427	4.858600000000001	0.825
0.04	19	412	5.2226	0.845
0.04	21	360	5.053	0.845
0.04	23	337	5.2388	0.8550000000000001
0.04	25	307	5.2298	0.825
0.08	7	1942	9.400799999999998	0.74
0.08	9	1042	6.5399	0.7200000000000001
0.08	11	375	2.8251999999999997	0.7649999999999999
0.08	13	337	2.9363	0.82
0.08	15	247	2.4562	0.79
0.08	17	247	2.8386	0.8
0.08	19	195	2.5686	0.865
0.08	21	180	2.6353	0.85
0.08	23	217	3.4112	0.8550000000000001
0.08	25	180	3.1473000000000004	0.825
0.12	7	915	4.4816	0.74
0.12	9	412	2.5938000000000003	0.7849999999999999
0.12	11	292	2.3244999999999996	0.74
0.12	13	217	1.9913	0.8450000000000001
0.12	15	187	2.289	0.7899999999999999
0.12	17	157	2.4418	0.8399999999999999
0.12	19	150	2.3654	0.7999999999999999
0.12	21	150	2.7763999999999998	0.825
0.12	23	150	3.0494	0.825
0.12	25	142	2.9063000000000003	0.8150000000000001
0.16	7	1672	11.119	0.725
0.16	9	390	4.1537999999999995	0.7750000000000001
0.16	11	225	2.5139000000000005	0.735
0.16	13	165	2.4202	0.82
0.16	15	165	3.2323	0.7849999999999999
0.16	17	135	2.507	0.8099999999999999
0.16	19	150	3.0872	0.8049999999999999
0.16	21	112	4.124599999999999	0.8400000000000001
0.16	23	112	3.8411999999999997	0.845
0.16	25	97	4.3706	0.8149999999999998
0.2	7	750	7.4771	0.73
0.2	9	300	3.5493	0.76
0.2	11	172	3.7350000000000003	0.7849999999999999
0.2	13	150	2.6122	0.8200000000000001
0.2	15	120	2.7893	0.8550000000000001
0.2	17	105	2.7975	0.8150000000000001
0.2	19	90	2.6238	0.8899999999999999
0.2	21	82	2.1835999999999998	0.85
0.2	23	75	1.9738	0.85
0.2	25	82	2.4044	0.8400000000000001
0.24	7	1147	11.205500000000002	0.7100000000000001
0.24	9	240	2.1207	0.75
0.24	11	165	1.3376000000000001	0.8299999999999998
0.24	13	120	1.0917000000000001	0.82
0.24	15	90	0.9442	0.8099999999999999
0.24	17	90	1.0602	0.845
0.24	19	82	1.0868999999999998	0.85
0.24	21	75	1.1011	0.835
0.24	23	75	1.2124	0.8400000000000002
0.24	25	75	1.3430999999999997	0.8400000000000001
0.28	7	1515	7.6626	0.76
0.28	9	202	1.2686	0.8
0.28	11	142	1.1075	0.8149999999999998
0.28	13	112	1.0156	0.805
0.28	15	82	0.8673	0.8449999999999998
0.28	17	75	0.8963999999999999	0.76
0.28	19	75	0.9914	0.8499999999999999
0.28	21	75	1.0962999999999998	0.8400000000000001
0.28	23	75	1.2052	0.8700000000000001
0.28	25	75	1.3498999999999999	0.8350000000000002
0.32	7	712	3.5451	0.72
0.32	9	217	1.3722999999999999	0.7699999999999999
0.32	11	127	0.9875	0.825
0.32	13	97	0.8958	0.805
0.32	15	75	0.7708000000000002	0.82
0.32	17	75	0.8966	0.795
0.32	19	75	0.9933	0.845
0.32	21	75	1.0863999999999998	0.8399999999999999
0.32	23	75	1.2284000000000002	0.8099999999999999
0.32	25	75	1.3255	0.82
0.36	7	645	3.2470999999999997	0.72
0.36	9	195	1.2345	0.745
0.36	11	97	0.7686999999999999	0.7749999999999999
0.36	13	82	0.7481	0.8099999999999999
0.36	15	75	0.7847999999999999	0.8
0.36	17	75	0.8962999999999999	0.8399999999999999
0.36	19	75	0.9939000000000002	0.8399999999999999
0.36	21	75	1.0901	0.845
0.36	23	75	1.2062000000000002	0.825
0.36	25	75	1.3363	0.805
0.4	7	450	2.3092999999999995	0.725
0.4	9	150	1.0058	0.8099999999999999
0.4	11	90	0.6967000000000001	0.7749999999999999
0.4	13	75	0.6807000000000001	0.825
0.4	15	75	0.7878000000000001	0.835
0.4	17	75	0.8843	0.8550000000000001
0.4	19	75	0.9839	0.85
0.4	21	75	1.1096	0.865
0.4	23	75	1.2148	0.835
0.4	25	75	1.3744999999999998	0.8549999999999999
